scale_factor,center_delta,correlation_strength
6.855224609374999112e-01,9.321289062500000000e-01,9.207763671874999445e-02
6.968505859374999334e-01,-3.999023437500000000e-01,4.729125976562499889e-01
1.229272460937500089e+00,-3.999023437500000000e-01,4.729125976562499889e-01
6.968505859374999334e-01,-4.428710937500000000e-01,4.729125976562499889e-01
6.968505859374999334e-01,-3.999023437500000000e-01,1.514526367187500056e-01
1.229272460937500089e+00,-4.428710937500000000e-01,1.514526367187500056e-01
2.146850585937500000e+00,6.000976562500000000e-01,9.479125976562499112e-01
2.679272460937499822e+00,6.000976562500000000e-01,9.479125976562499112e-01
2.146850585937500000e+00,5.571289062500000000e-01,9.479125976562499112e-01
2.146850585937500000e+00,6.000976562500000000e-01,6.264526367187499556e-01
2.679272460937499822e+00,5.571289062500000000e-01,6.264526367187499556e-01
2.871850585937500089e+00,-8.999023437500000000e-01,2.354125976562500000e-01
5.042724609375000000e-01,-8.999023437500000000e-01,2.354125976562500000e-01
2.871850585937500089e+00,5.712890625000000000e-02,2.354125976562500000e-01
2.871850585937500089e+00,-8.999023437500000000e-01,8.639526367187500000e-01
5.042724609375000000e-01,5.712890625000000000e-02,8.639526367187500000e-01
1.421850585937500133e+00,1.000976562500000000e-01,7.104125976562499778e-01
1.954272460937499956e+00,1.000976562500000000e-01,7.104125976562499778e-01
1.421850585937500133e+00,-9.428710937500000000e-01,7.104125976562499778e-01
1.421850585937500133e+00,1.000976562500000000e-01,3.889526367187499667e-01
1.954272460937499956e+00,-9.428710937500000000e-01,3.889526367187499667e-01
1.059350585937500089e+00,-6.499023437500000000e-01,8.291625976562500000e-01
1.591772460937500133e+00,-6.499023437500000000e-01,8.291625976562500000e-01
1.059350585937500089e+00,-6.928710937500000000e-01,8.291625976562500000e-01
1.059350585937500089e+00,-6.499023437500000000e-01,3.270263671874999722e-02
1.591772460937500133e+00,-6.928710937500000000e-01,3.270263671874999722e-02
2.509350585937499822e+00,3.500976562500000000e-01,3.541625976562499667e-01
1.417724609375000111e-01,3.500976562500000000e-01,3.541625976562499667e-01
2.509350585937499822e+00,3.071289062500000000e-01,3.541625976562499667e-01
2.509350585937499822e+00,3.500976562500000000e-01,5.077026367187499334e-01
1.417724609375000111e-01,3.071289062500000000e-01,5.077026367187499334e-01
1.784350585937499956e+00,-1.499023437500000000e-01,5.916625976562499556e-01
2.316772460937500000e+00,-1.499023437500000000e-01,5.916625976562499556e-01
1.784350585937499956e+00,8.071289062500000000e-01,5.916625976562499556e-01
1.784350585937499956e+00,-1.499023437500000000e-01,7.452026367187499778e-01
2.316772460937500000e+00,8.071289062500000000e-01,7.452026367187499778e-01
3.343505859375000000e-01,8.500976562500000000e-01,1.166625976562499917e-01
8.667724609374999334e-01,8.500976562500000000e-01,1.166625976562499917e-01
3.343505859375000000e-01,-1.928710937500000000e-01,1.166625976562499917e-01
3.343505859375000000e-01,8.500976562500000000e-01,2.702026367187500000e-01
8.667724609374999334e-01,-1.928710937500000000e-01,2.702026367187500000e-01
4.249755859374999556e-01,-2.124023437500000000e-01,9.182250976562499334e-01
2.226147460937499822e+00,-2.124023437500000000e-01,9.182250976562499334e-01
4.249755859374999556e-01,2.446289062500000000e-01,9.182250976562499334e-01
4.249755859374999556e-01,-2.124023437500000000e-01,4.780151367187499556e-01
2.226147460937499822e+00,2.446289062500000000e-01,4.780151367187499556e-01
1.874975585937500133e+00,7.875976562500000000e-01,4.432250976562499556e-01
7.761474609374999778e-01,7.875976562500000000e-01,4.432250976562499556e-01
1.874975585937500133e+00,-7.553710937500000000e-01,4.432250976562499556e-01
1.874975585937500133e+00,7.875976562500000000e-01,3.015136718749999913e-03
7.761474609374999778e-01,-7.553710937500000000e-01,3.015136718749999913e-03
2.599975585937500000e+00,-7.124023437500000000e-01,6.807250976562500000e-01
2.951147460937499911e+00,-7.124023437500000000e-01,6.807250976562500000e-01
2.599975585937500000e+00,-2.553710937500000000e-01,6.807250976562500000e-01
2.599975585937500000e+00,-7.124023437500000000e-01,2.405151367187499944e-01
2.951147460937499911e+00,-2.553710937500000000e-01,2.405151367187499944e-01
1.149975585937500044e+00,2.875976562500000000e-01,2.057250976562499944e-01
1.501147460937499956e+00,2.875976562500000000e-01,2.057250976562499944e-01
1.149975585937500044e+00,7.446289062500000000e-01,2.057250976562499944e-01
1.149975585937500044e+00,2.875976562500000000e-01,7.155151367187500000e-01
1.501147460937499956e+00,7.446289062500000000e-01,7.155151367187500000e-01
1.512475585937500089e+00,-9.624023437500000000e-01,3.244750976562499889e-01
1.138647460937500133e+00,-9.624023437500000000e-01,3.244750976562499889e-01
1.512475585937500089e+00,9.946289062500000000e-01,3.244750976562499889e-01
1.512475585937500089e+00,-9.624023437500000000e-01,5.967651367187499778e-01
1.138647460937500133e+00,9.946289062500000000e-01,5.967651367187499778e-01
2.962475585937499822e+00,3.759765625000000000e-02,7.994750976562499112e-01
2.588647460937500089e+00,3.759765625000000000e-02,7.994750976562499112e-01
2.962475585937499822e+00,-5.371093750000000000e-03,7.994750976562499112e-01
2.962475585937499822e+00,3.759765625000000000e-02,1.217651367187500000e-01
2.588647460937500089e+00,-5.371093750000000000e-03,1.217651367187500000e-01
2.237475585937500178e+00,-4.624023437500000000e-01,8.697509765625000000e-02
4.136474609375000444e-01,-4.624023437500000000e-01,8.697509765625000000e-02
2.237475585937500178e+00,-5.053710937500000000e-01,8.697509765625000000e-02
2.237475585937500178e+00,-4.624023437500000000e-01,3.592651367187499889e-01
4.136474609375000444e-01,-5.053710937500000000e-01,3.592651367187499889e-01
7.874755859375000000e-01,5.375976562500000000e-01,5.619750976562499778e-01
1.863647460937500000e+00,5.375976562500000000e-01,5.619750976562499778e-01
7.874755859375000000e-01,4.946289062500000000e-01,5.619750976562499778e-01
7.874755859375000000e-01,5.375976562500000000e-01,8.342651367187499112e-01
1.863647460937500000e+00,4.946289062500000000e-01,8.342651367187499112e-01
6.062255859374999778e-01,-5.874023437500000000e-01,2.760009765624999931e-02
2.407397460937500178e+00,-5.874023437500000000e-01,2.760009765624999931e-02
6.062255859374999778e-01,-8.803710937500000000e-01,2.760009765624999931e-02
6.062255859374999778e-01,-5.874023437500000000e-01,7.748901367187499556e-01
2.407397460937500178e+00,-8.803710937500000000e-01,7.748901367187499556e-01
2.056225585937499822e+00,4.125976562500000000e-01,5.026000976562500222e-01
9.573974609375000000e-01,4.125976562500000000e-01,5.026000976562500222e-01
2.056225585937499822e+00,1.196289062500000000e-01,5.026000976562500222e-01
2.056225585937499822e+00,4.125976562500000000e-01,2.998901367187499778e-01
9.573974609375000000e-01,1.196289062500000000e-01,2.998901367187499778e-01
2.781225585937499911e+00,-8.740234375000000000e-02,2.651000976562499778e-01
1.682397460937500089e+00,-8.740234375000000000e-02,2.651000976562499778e-01
2.781225585937499911e+00,6.196289062500000000e-01,2.651000976562499778e-01
2.781225585937499911e+00,-8.740234375000000000e-02,6.239013671874999584e-02
1.682397460937500089e+00,6.196289062500000000e-01,6.239013671874999584e-02
1.331225585937499956e+00,9.125976562500000000e-01,7.401000976562499556e-01
2.323974609374999944e-01,9.125976562500000000e-01,7.401000976562499556e-01
1.331225585937499956e+00,-3.803710937500000000e-01,7.401000976562499556e-01
1.331225585937499956e+00,9.125976562500000000e-01,5.373901367187500222e-01
2.323974609374999944e-01,-3.803710937500000000e-01,5.373901367187500222e-01
9.687255859374999112e-01,-3.374023437500000000e-01,6.213500976562499334e-01
5.948974609374999556e-01,-3.374023437500000000e-01,6.213500976562499334e-01
9.687255859374999112e-01,-1.303710937500000000e-01,6.213500976562499334e-01
9.687255859374999112e-01,-3.374023437500000000e-01,8.936401367187499778e-01
5.948974609374999556e-01,-1.303710937500000000e-01,8.936401367187499778e-01
2.418725585937500089e+00,6.625976562500000000e-01,1.463500976562499833e-01
2.044897460937499911e+00,6.625976562500000000e-01,1.463500976562499833e-01
2.418725585937500089e+00,8.696289062500000000e-01,1.463500976562499833e-01
2.418725585937500089e+00,6.625976562500000000e-01,4.186401367187500000e-01
2.044897460937499911e+00,8.696289062500000000e-01,4.186401367187500000e-01
1.693725585937500000e+00,-8.374023437500000000e-01,8.588500976562499778e-01
1.319897460937500044e+00,-8.374023437500000000e-01,8.588500976562499778e-01
1.693725585937500000e+00,3.696289062500000000e-01,8.588500976562499778e-01
1.693725585937500000e+00,-8.374023437500000000e-01,1.811401367187499833e-01
1.319897460937500044e+00,3.696289062500000000e-01,1.811401367187499833e-01
2.437255859374999889e-01,1.625976562500000000e-01,3.838500976562500000e-01
2.769897460937500000e+00,1.625976562500000000e-01,3.838500976562500000e-01
2.437255859374999889e-01,-6.303710937500000000e-01,3.838500976562500000e-01
2.437255859374999889e-01,1.625976562500000000e-01,6.561401367187499334e-01
2.769897460937500000e+00,-6.303710937500000000e-01,6.561401367187499334e-01
1.984130859375000111e-01,-3.061523437500000000e-01,2.205688476562499833e-01
1.908959960937500089e+00,-3.061523437500000000e-01,2.205688476562499833e-01
1.984130859375000111e-01,9.008789062500000000e-01,2.205688476562499833e-01
1.984130859375000111e-01,-3.061523437500000000e-01,5.522338867187499556e-01
1.908959960937500089e+00,9.008789062500000000e-01,5.522338867187499556e-01
1.648413085937500133e+00,6.938476562500000000e-01,6.955688476562499334e-01
4.589599609375000222e-01,6.938476562500000000e-01,6.955688476562499334e-01
1.648413085937500133e+00,-9.912109375000000000e-02,6.955688476562499334e-01
1.648413085937500133e+00,6.938476562500000000e-01,7.723388671874999167e-02
4.589599609375000222e-01,-9.912109375000000000e-02,7.723388671874999167e-02
2.373413085937500000e+00,-8.061523437500000000e-01,4.580688476562500000e-01
2.633959960937500178e+00,-8.061523437500000000e-01,4.580688476562500000e-01
2.373413085937500000e+00,-5.991210937500000000e-01,4.580688476562500000e-01
2.373413085937500000e+00,-8.061523437500000000e-01,3.147338867187499667e-01
2.633959960937500178e+00,-5.991210937500000000e-01,3.147338867187499667e-01
9.234130859374999334e-01,1.938476562500000000e-01,9.330688476562499778e-01
1.183959960937500000e+00,1.938476562500000000e-01,9.330688476562499778e-01
9.234130859374999334e-01,4.008789062500000000e-01,9.330688476562499778e-01
9.234130859374999334e-01,1.938476562500000000e-01,7.897338867187500000e-01
1.183959960937500000e+00,4.008789062500000000e-01,7.897338867187500000e-01
1.285913085937500089e+00,-5.561523437500000000e-01,5.768188476562500222e-01
1.546459960937500044e+00,-5.561523437500000000e-01,5.768188476562500222e-01
1.285913085937500089e+00,1.508789062500000000e-01,5.768188476562500222e-01
1.285913085937500089e+00,-5.561523437500000000e-01,6.709838867187499778e-01
1.546459960937500044e+00,1.508789062500000000e-01,6.709838867187499778e-01
2.735913085937499822e+00,4.438476562500000000e-01,1.018188476562499889e-01
2.996459960937500000e+00,4.438476562500000000e-01,1.018188476562499889e-01
2.735913085937499822e+00,-8.491210937500000000e-01,1.018188476562499889e-01
2.735913085937499822e+00,4.438476562500000000e-01,1.959838867187500000e-01
2.996459960937500000e+00,-8.491210937500000000e-01,1.959838867187500000e-01
2.010913085937499734e+00,-5.615234375000000000e-02,8.143188476562499556e-01
8.214599609374999556e-01,-5.615234375000000000e-02,8.143188476562499556e-01
2.010913085937499734e+00,-3.491210937500000000e-01,8.143188476562499556e-01
2.010913085937499734e+00,-5.615234375000000000e-02,4.334838867187499889e-01
8.214599609374999556e-01,-3.491210937500000000e-01,4.334838867187499889e-01
5.609130859375000000e-01,9.438476562500000000e-01,3.393188476562499778e-01
2.271459960937499911e+00,9.438476562500000000e-01,3.393188476562499778e-01
5.609130859375000000e-01,6.508789062500000000e-01,3.393188476562499778e-01
5.609130859375000000e-01,9.438476562500000000e-01,9.084838867187499112e-01
2.271459960937499911e+00,6.508789062500000000e-01,9.084838867187499112e-01
7.421630859374999112e-01,-9.311523437500000000e-01,7.549438476562500000e-01
2.815209960937500089e+00,-9.311523437500000000e-01,7.549438476562500000e-01
7.421630859374999112e-01,-2.241210937500000000e-01,7.549438476562500000e-01
7.421630859374999112e-01,-9.311523437500000000e-01,7.303588867187499334e-01
2.815209960937500089e+00,-2.241210937500000000e-01,7.303588867187499334e-01
2.192163085937500089e+00,6.884765625000000000e-02,2.799438476562499667e-01
1.365209960937500133e+00,6.884765625000000000e-02,2.799438476562499667e-01
2.192163085937500089e+00,7.758789062500000000e-01,2.799438476562499667e-01
2.192163085937500089e+00,6.884765625000000000e-02,2.553588867187500111e-01
1.365209960937500133e+00,7.758789062500000000e-01,2.553588867187500111e-01
2.917163085937500178e+00,-4.311523437500000000e-01,5.174438476562499556e-01
2.090209960937500000e+00,-4.311523437500000000e-01,5.174438476562499556e-01
2.917163085937500178e+00,2.758789062500000000e-01,5.174438476562499556e-01
2.917163085937500178e+00,-4.311523437500000000e-01,1.785888671874999792e-02
2.090209960937500000e+00,2.758789062500000000e-01,1.785888671874999792e-02
1.467163085937500000e+00,5.688476562500000000e-01,4.244384765624999861e-02
6.402099609374999334e-01,5.688476562500000000e-01,4.244384765624999861e-02
1.467163085937500000e+00,-7.241210937500000000e-01,4.244384765624999861e-02
1.467163085937500000e+00,5.688476562500000000e-01,4.928588867187500000e-01
6.402099609374999334e-01,-7.241210937500000000e-01,4.928588867187500000e-01
1.104663085937499956e+00,-1.811523437500000000e-01,3.986938476562499889e-01
2.777099609375000000e-01,-1.811523437500000000e-01,3.986938476562499889e-01
1.104663085937499956e+00,-9.741210937500000000e-01,3.986938476562499889e-01
1.104663085937499956e+00,-1.811523437500000000e-01,8.491088867187499556e-01
2.777099609375000000e-01,-9.741210937500000000e-01,8.491088867187499556e-01
2.554663085937499911e+00,8.188476562500000000e-01,8.736938476562499112e-01
1.727709960937499956e+00,8.188476562500000000e-01,8.736938476562499112e-01
2.554663085937499911e+00,2.587890625000000000e-02,8.736938476562499112e-01
2.554663085937499911e+00,8.188476562500000000e-01,3.741088867187499778e-01
1.727709960937499956e+00,2.587890625000000000e-02,3.741088867187499778e-01
1.829663085937500044e+00,-6.811523437500000000e-01,1.611938476562500000e-01
1.002709960937500089e+00,-6.811523437500000000e-01,1.611938476562500000e-01
1.829663085937500044e+00,5.258789062500000000e-01,1.611938476562500000e-01
1.829663085937500044e+00,-6.811523437500000000e-01,1.366088867187499889e-01
1.002709960937500089e+00,5.258789062500000000e-01,1.366088867187499889e-01
3.796630859374999778e-01,3.188476562500000000e-01,6.361938476562499778e-01
2.452709960937499822e+00,3.188476562500000000e-01,6.361938476562499778e-01
3.796630859374999778e-01,-4.741210937500000000e-01,6.361938476562499778e-01
3.796630859374999778e-01,3.188476562500000000e-01,6.116088867187500222e-01
2.452709960937499822e+00,-4.741210937500000000e-01,6.116088867187500222e-01
2.890380859375000222e-01,-7.436523437500000000e-01,2.502563476562499889e-01
7.308349609375000000e-01,-7.436523437500000000e-01,2.502563476562499889e-01
2.890380859375000222e-01,4.633789062500000000e-01,2.502563476562499889e-01
2.890380859375000222e-01,-7.436523437500000000e-01,4.037963867187499556e-01
7.308349609375000000e-01,4.633789062500000000e-01,4.037963867187499556e-01
1.739038085937500089e+00,2.563476562500000000e-01,7.252563476562499112e-01
2.180834960937500178e+00,2.563476562500000000e-01,7.252563476562499112e-01
1.739038085937500089e+00,-5.366210937500000000e-01,7.252563476562499112e-01
1.739038085937500089e+00,2.563476562500000000e-01,8.787963867187499334e-01
2.180834960937500178e+00,-5.366210937500000000e-01,8.787963867187499334e-01
2.464038085937500178e+00,-2.436523437500000000e-01,1.275634765625000000e-02
1.455834960937500089e+00,-2.436523437500000000e-01,1.275634765625000000e-02
2.464038085937500178e+00,-3.662109375000000000e-02,1.275634765625000000e-02
2.464038085937500178e+00,-2.436523437500000000e-01,6.412963867187500000e-01
1.455834960937500089e+00,-3.662109375000000000e-02,6.412963867187500000e-01
1.014038085937500000e+00,7.563476562500000000e-01,4.877563476562499778e-01
2.905834960937499822e+00,7.563476562500000000e-01,4.877563476562499778e-01
1.014038085937500000e+00,9.633789062500000000e-01,4.877563476562499778e-01
1.014038085937500000e+00,7.563476562500000000e-01,1.662963867187499944e-01
2.905834960937499822e+00,9.633789062500000000e-01,1.662963867187499944e-01
1.376538085937500044e+00,-4.936523437500000000e-01,8.440063476562499334e-01
2.543334960937500000e+00,-4.936523437500000000e-01,8.440063476562499334e-01
1.376538085937500044e+00,7.133789062500000000e-01,8.440063476562499334e-01
1.376538085937500044e+00,-4.936523437500000000e-01,2.850463867187499889e-01
2.543334960937500000e+00,7.133789062500000000e-01,2.850463867187499889e-01
2.826538085937500000e+00,5.063476562500000000e-01,3.690063476562499556e-01
1.093334960937500044e+00,5.063476562500000000e-01,3.690063476562499556e-01
2.826538085937500000e+00,-2.866210937500000000e-01,3.690063476562499556e-01
2.826538085937500000e+00,5.063476562500000000e-01,7.600463867187499112e-01
1.093334960937500044e+00,-2.866210937500000000e-01,7.600463867187499112e-01
2.101538085937499911e+00,-9.936523437500000000e-01,6.065063476562500000e-01
1.818334960937500133e+00,-9.936523437500000000e-01,6.065063476562500000e-01
2.101538085937499911e+00,-7.866210937500000000e-01,6.065063476562500000e-01
2.101538085937499911e+00,-9.936523437500000000e-01,5.225463867187499778e-01
1.818334960937500133e+00,-7.866210937500000000e-01,5.225463867187499778e-01
6.515380859374999556e-01,6.347656250000000000e-03,1.315063476562499944e-01
3.683349609374999556e-01,6.347656250000000000e-03,1.315063476562499944e-01
6.515380859374999556e-01,2.133789062500000000e-01,1.315063476562499944e-01
6.515380859374999556e-01,6.347656250000000000e-03,4.754638671875000000e-02
3.683349609374999556e-01,2.133789062500000000e-01,4.754638671875000000e-02
4.702880859375000444e-01,-1.186523437500000000e-01,6.658813476562499556e-01
9.120849609374999112e-01,-1.186523437500000000e-01,6.658813476562499556e-01
4.702880859375000444e-01,-6.616210937500000000e-01,6.658813476562499556e-01
4.702880859375000444e-01,-1.186523437500000000e-01,2.256713867187499778e-01
9.120849609374999112e-01,-6.616210937500000000e-01,2.256713867187499778e-01
1.920288085937500000e+00,8.813476562500000000e-01,1.908813476562499778e-01
2.362084960937500089e+00,8.813476562500000000e-01,1.908813476562499778e-01
1.920288085937500000e+00,3.383789062500000000e-01,1.908813476562499778e-01
1.920288085937500000e+00,8.813476562500000000e-01,7.006713867187499556e-01
2.362084960937500089e+00,3.383789062500000000e-01,7.006713867187499556e-01
2.645288085937500089e+00,-6.186523437500000000e-01,9.033813476562500000e-01
1.870849609374999889e-01,-6.186523437500000000e-01,9.033813476562500000e-01
2.645288085937500089e+00,8.383789062500000000e-01,9.033813476562500000e-01
2.645288085937500089e+00,-6.186523437500000000e-01,9.381713867187500000e-01
1.870849609374999889e-01,8.383789062500000000e-01,9.381713867187500000e-01
1.195288085937500133e+00,3.813476562500000000e-01,4.283813476562499667e-01
1.637084960937500000e+00,3.813476562500000000e-01,4.283813476562499667e-01
1.195288085937500133e+00,-1.616210937500000000e-01,4.283813476562499667e-01
1.195288085937500133e+00,3.813476562500000000e-01,4.631713867187499667e-01
1.637084960937500000e+00,-1.616210937500000000e-01,4.631713867187499667e-01
8.327880859374999778e-01,-8.686523437500000000e-01,7.213134765624999722e-02
1.999584960937500044e+00,-8.686523437500000000e-01,7.213134765624999722e-02
8.327880859374999778e-01,-4.116210937500000000e-01,7.213134765624999722e-02
8.327880859374999778e-01,-8.686523437500000000e-01,1.069213867187499972e-01
1.999584960937500044e+00,-4.116210937500000000e-01,1.069213867187499972e-01
2.282788085937499822e+00,1.313476562500000000e-01,5.471313476562499334e-01
5.495849609374999778e-01,1.313476562500000000e-01,5.471313476562499334e-01
2.282788085937499822e+00,5.883789062500000000e-01,5.471313476562499334e-01
2.282788085937499822e+00,1.313476562500000000e-01,5.819213867187499334e-01
5.495849609374999778e-01,5.883789062500000000e-01,5.819213867187499334e-01
1.557788085937499956e+00,-3.686523437500000000e-01,3.096313476562500000e-01
2.724584960937499911e+00,-3.686523437500000000e-01,3.096313476562500000e-01
1.557788085937499956e+00,8.837890625000000000e-02,3.096313476562500000e-01
1.557788085937499956e+00,-3.686523437500000000e-01,8.194213867187499778e-01
2.724584960937499911e+00,8.837890625000000000e-02,8.194213867187499778e-01
1.077880859375000000e-01,6.313476562500000000e-01,7.846313476562499778e-01
1.274584960937499956e+00,6.313476562500000000e-01,7.846313476562499778e-01
1.077880859375000000e-01,-9.116210937500000000e-01,7.846313476562499778e-01
1.077880859375000000e-01,6.313476562500000000e-01,3.444213867187500000e-01
1.274584960937499956e+00,-9.116210937500000000e-01,3.444213867187500000e-01
1.106201171875000056e-01,-8.745117187500000000e-01,2.957153320312500000e-01
8.582763671875000000e-01,-8.745117187500000000e-01,2.957153320312500000e-01
1.106201171875000056e-01,-7.143554687500000000e-01,2.957153320312500000e-01
1.106201171875000056e-01,-8.745117187500000000e-01,1.653686523437500056e-01
8.582763671875000000e-01,-7.143554687500000000e-01,1.653686523437500056e-01
1.560620117187500044e+00,1.254882812500000000e-01,7.707153320312499778e-01
2.308276367187500178e+00,1.254882812500000000e-01,7.707153320312499778e-01
1.560620117187500044e+00,2.856445312500000000e-01,7.707153320312499778e-01
1.560620117187500044e+00,1.254882812500000000e-01,6.403686523437499556e-01
2.308276367187500178e+00,2.856445312500000000e-01,6.403686523437499556e-01
2.285620117187499911e+00,-3.745117187500000000e-01,5.821533203124999722e-02
1.332763671874999944e-01,-3.745117187500000000e-01,5.821533203124999722e-02
2.285620117187499911e+00,7.856445312500000000e-01,5.821533203124999722e-02
2.285620117187499911e+00,-3.745117187500000000e-01,8.778686523437500000e-01
1.332763671874999944e-01,7.856445312500000000e-01,8.778686523437500000e-01
8.356201171874999556e-01,6.254882812500000000e-01,5.332153320312499334e-01
1.583276367187500089e+00,6.254882812500000000e-01,5.332153320312499334e-01
8.356201171874999556e-01,-2.143554687500000000e-01,5.332153320312499334e-01
8.356201171874999556e-01,6.254882812500000000e-01,4.028686523437499667e-01
1.583276367187500089e+00,-2.143554687500000000e-01,4.028686523437499667e-01
1.198120117187500000e+00,-1.245117187500000000e-01,8.894653320312500000e-01
1.945776367187500133e+00,-1.245117187500000000e-01,8.894653320312500000e-01
1.198120117187500000e+00,-4.643554687500000000e-01,8.894653320312500000e-01
1.198120117187500000e+00,-1.245117187500000000e-01,4.661865234374999722e-02
1.945776367187500133e+00,-4.643554687500000000e-01,4.661865234374999722e-02
2.648120117187500178e+00,8.754882812500000000e-01,4.144653320312499667e-01
4.957763671874999556e-01,8.754882812500000000e-01,4.144653320312499667e-01
2.648120117187500178e+00,5.356445312500000000e-01,4.144653320312499667e-01
2.648120117187500178e+00,8.754882812500000000e-01,5.216186523437499334e-01
4.957763671874999556e-01,5.356445312500000000e-01,5.216186523437499334e-01
1.923120117187500089e+00,-6.245117187500000000e-01,6.519653320312499556e-01
2.670776367187500000e+00,-6.245117187500000000e-01,6.519653320312499556e-01
1.923120117187500089e+00,3.564453125000000000e-02,6.519653320312499556e-01
1.923120117187500089e+00,-6.245117187500000000e-01,7.591186523437499778e-01
2.670776367187500000e+00,3.564453125000000000e-02,7.591186523437499778e-01
4.731201171875000222e-01,3.754882812500000000e-01,1.769653320312500056e-01
1.220776367187500044e+00,3.754882812500000000e-01,1.769653320312500056e-01
4.731201171875000222e-01,-9.643554687500000000e-01,1.769653320312500056e-01
4.731201171875000222e-01,3.754882812500000000e-01,2.841186523437500000e-01
1.220776367187500044e+00,-9.643554687500000000e-01,2.841186523437500000e-01
6.543701171874999334e-01,-4.995117187500000000e-01,7.113403320312500222e-01
6.770263671874999778e-01,-4.995117187500000000e-01,7.113403320312500222e-01
6.543701171874999334e-01,4.106445312500000000e-01,7.113403320312500222e-01
6.543701171874999334e-01,-4.995117187500000000e-01,4.622436523437499778e-01
6.770263671874999778e-01,4.106445312500000000e-01,4.622436523437499778e-01
2.104370117187500000e+00,5.004882812500000000e-01,2.363403320312499889e-01
2.127026367187499822e+00,5.004882812500000000e-01,2.363403320312499889e-01
2.104370117187500000e+00,-5.893554687500000000e-01,2.363403320312499889e-01
2.104370117187500000e+00,5.004882812500000000e-01,9.372436523437499556e-01
2.127026367187499822e+00,-5.893554687500000000e-01,9.372436523437499556e-01
2.829370117187500089e+00,-9.995117187500000000e-01,9.488403320312499556e-01
1.402026367187499956e+00,-9.995117187500000000e-01,9.488403320312499556e-01
2.829370117187500089e+00,-8.935546875000000000e-02,9.488403320312499556e-01
2.829370117187500089e+00,-9.995117187500000000e-01,6.997436523437500222e-01
1.402026367187499956e+00,-8.935546875000000000e-02,6.997436523437500222e-01
1.379370117187500133e+00,4.882812500000000000e-04,4.738403320312499778e-01
2.852026367187499911e+00,4.882812500000000000e-04,4.738403320312499778e-01
1.379370117187500133e+00,9.106445312500000000e-01,4.738403320312499778e-01
1.379370117187500133e+00,4.882812500000000000e-04,2.247436523437499889e-01
2.852026367187499911e+00,9.106445312500000000e-01,2.247436523437499889e-01
1.016870117187500089e+00,-7.495117187500000000e-01,1.175903320312499944e-01
2.489526367187500089e+00,-7.495117187500000000e-01,1.175903320312499944e-01
1.016870117187500089e+00,6.606445312500000000e-01,1.175903320312499944e-01
1.016870117187500089e+00,-7.495117187500000000e-01,3.434936523437500111e-01
2.489526367187500089e+00,6.606445312500000000e-01,3.434936523437500111e-01
2.466870117187499822e+00,2.504882812500000000e-01,5.925903320312500000e-01
1.039526367187499911e+00,2.504882812500000000e-01,5.925903320312500000e-01
2.466870117187499822e+00,-3.393554687500000000e-01,5.925903320312500000e-01
2.466870117187499822e+00,2.504882812500000000e-01,8.184936523437499334e-01
1.039526367187499911e+00,-3.393554687500000000e-01,8.184936523437499334e-01
1.741870117187499956e+00,-2.495117187500000000e-01,3.550903320312500111e-01
1.764526367187500000e+00,-2.495117187500000000e-01,3.550903320312500111e-01
1.741870117187499956e+00,-8.393554687500000000e-01,3.550903320312500111e-01
1.741870117187499956e+00,-2.495117187500000000e-01,5.809936523437500000e-01
1.764526367187500000e+00,-8.393554687500000000e-01,5.809936523437500000e-01
2.918701171875000000e-01,7.504882812500000000e-01,8.300903320312499334e-01
3.145263671874999889e-01,7.504882812500000000e-01,8.300903320312499334e-01
2.918701171875000000e-01,1.606445312500000000e-01,8.300903320312499334e-01
2.918701171875000000e-01,7.504882812500000000e-01,1.059936523437499944e-01
3.145263671874999889e-01,1.606445312500000000e-01,1.059936523437499944e-01
3.824951171874999556e-01,-1.870117187500000000e-01,2.066528320312499833e-01
2.761401367187500178e+00,-1.870117187500000000e-01,2.066528320312499833e-01
3.824951171874999556e-01,-1.518554687500000000e-01,2.066528320312499833e-01
3.824951171874999556e-01,-1.870117187500000000e-01,7.888061523437499556e-01
2.761401367187500178e+00,-1.518554687500000000e-01,7.888061523437499556e-01
1.832495117187500133e+00,8.129882812500000000e-01,6.816528320312499334e-01
1.311401367187500000e+00,8.129882812500000000e-01,6.816528320312499334e-01
1.832495117187500133e+00,8.481445312500000000e-01,6.816528320312499334e-01
1.832495117187500133e+00,8.129882812500000000e-01,3.138061523437499778e-01
1.311401367187500000e+00,8.481445312500000000e-01,3.138061523437499778e-01
2.557495117187500000e+00,-6.870117187500000000e-01,4.441528320312500000e-01
2.036401367187500089e+00,-6.870117187500000000e-01,4.441528320312500000e-01
2.557495117187500000e+00,3.481445312500000000e-01,4.441528320312500000e-01
2.557495117187500000e+00,-6.870117187500000000e-01,7.630615234375000278e-02
2.036401367187500089e+00,3.481445312500000000e-01,7.630615234375000278e-02
1.107495117187500044e+00,3.129882812500000000e-01,9.191528320312499778e-01
5.864013671875000222e-01,3.129882812500000000e-01,9.191528320312499778e-01
1.107495117187500044e+00,-6.518554687500000000e-01,9.191528320312499778e-01
1.107495117187500044e+00,3.129882812500000000e-01,5.513061523437500222e-01
5.864013671875000222e-01,-6.518554687500000000e-01,5.513061523437500222e-01
1.469995117187500089e+00,-9.370117187500000000e-01,5.629028320312500222e-01
2.239013671875000056e-01,-9.370117187500000000e-01,5.629028320312500222e-01
