scale_factor,center_delta,correlation_strength
3.940917968750000000e+00,-6.679687500000000000e-01,9.416503906250000000e-01
2.974121093750000000e+00,-7.148437500000000000e-01,9.416503906250000000e-01
1.690917968750000000e+00,1.332031250000000000e+00,4.722167968749999556e-01
7.241210937500000000e-01,1.332031250000000000e+00,4.722167968749999556e-01
1.690917968750000000e+00,1.285156250000000000e+00,4.722167968749999556e-01
1.690917968750000000e+00,1.332031250000000000e+00,4.666503906249999667e-01
7.241210937500000000e-01,1.285156250000000000e+00,4.666503906249999667e-01
2.253417968750000000e+00,-1.679687500000000000e-01,1.159667968750000000e-01
1.286621093750000000e+00,-1.679687500000000000e-01,1.159667968750000000e-01
2.253417968750000000e+00,1.785156250000000000e+00,1.159667968750000000e-01
2.253417968750000000e+00,-1.679687500000000000e-01,1.104003906249999972e-01
1.286621093750000000e+00,1.785156250000000000e+00,1.104003906249999972e-01
4.503417968750000000e+00,1.832031250000000000e+00,5.909667968749999778e-01
3.536621093750000000e+00,1.832031250000000000e+00,5.909667968749999778e-01
4.503417968750000000e+00,-2.148437500000000000e-01,5.909667968749999778e-01
4.503417968750000000e+00,1.832031250000000000e+00,5.854003906249999334e-01
3.536621093750000000e+00,-2.148437500000000000e-01,5.854003906249999334e-01
3.378417968750000000e+00,-1.167968750000000000e+00,3.534667968749999889e-01
2.411621093750000000e+00,-1.167968750000000000e+00,3.534667968749999889e-01
3.378417968750000000e+00,-1.214843750000000000e+00,3.534667968749999889e-01
3.378417968750000000e+00,-1.167968750000000000e+00,8.229003906249999778e-01
2.411621093750000000e+00,-1.214843750000000000e+00,8.229003906249999778e-01
1.128417968750000000e+00,8.320312500000000000e-01,8.284667968749999112e-01
4.661621093750000000e+00,8.320312500000000000e-01,8.284667968749999112e-01
1.128417968750000000e+00,7.851562500000000000e-01,8.284667968749999112e-01
1.128417968750000000e+00,8.320312500000000000e-01,3.479003906250000000e-01
4.661621093750000000e+00,7.851562500000000000e-01,3.479003906250000000e-01
1.409667968750000000e+00,-9.179687500000000000e-01,2.940917968749999778e-01
3.817871093750000000e+00,-9.179687500000000000e-01,2.940917968749999778e-01
1.409667968750000000e+00,-1.964843750000000000e+00,2.940917968749999778e-01
1.409667968750000000e+00,-9.179687500000000000e-01,4.072753906249999556e-01
3.817871093750000000e+00,-1.964843750000000000e+00,4.072753906249999556e-01
3.659667968750000000e+00,1.082031250000000000e+00,7.690917968749999556e-01
1.567871093750000000e+00,1.082031250000000000e+00,7.690917968749999556e-01
3.659667968750000000e+00,3.515625000000000000e-02,7.690917968749999556e-01
3.659667968750000000e+00,1.082031250000000000e+00,8.822753906249999334e-01
1.567871093750000000e+00,3.515625000000000000e-02,8.822753906249999334e-01
4.784667968750000000e+00,-1.917968750000000000e+00,5.659179687499999584e-02
4.942871093750000000e+00,-1.917968750000000000e+00,5.659179687499999584e-02
4.784667968750000000e+00,1.035156250000000000e+00,5.659179687499999584e-02
4.784667968750000000e+00,-1.917968750000000000e+00,6.447753906250000000e-01
4.942871093750000000e+00,1.035156250000000000e+00,6.447753906250000000e-01
2.534667968750000000e+00,8.203125000000000000e-02,5.315917968750000222e-01
2.692871093750000000e+00,8.203125000000000000e-02,5.315917968750000222e-01
2.534667968750000000e+00,-9.648437500000000000e-01,5.315917968750000222e-01
2.534667968750000000e+00,8.203125000000000000e-02,1.697753906249999944e-01
2.692871093750000000e+00,-9.648437500000000000e-01,1.697753906249999944e-01
1.972167968750000000e+00,-1.417968750000000000e+00,8.878417968749999778e-01
2.130371093750000000e+00,-1.417968750000000000e+00,8.878417968749999778e-01
1.972167968750000000e+00,-4.648437500000000000e-01,8.878417968749999778e-01
1.972167968750000000e+00,-1.417968750000000000e+00,2.885253906249999889e-01
2.130371093750000000e+00,-4.648437500000000000e-01,2.885253906249999889e-01
4.222167968750000000e+00,5.820312500000000000e-01,4.128417968750000000e-01
4.380371093750000000e+00,5.820312500000000000e-01,4.128417968750000000e-01
4.222167968750000000e+00,1.535156250000000000e+00,4.128417968750000000e-01
4.222167968750000000e+00,5.820312500000000000e-01,7.635253906249999112e-01
4.380371093750000000e+00,1.535156250000000000e+00,7.635253906249999112e-01
3.097167968750000000e+00,-4.179687500000000000e-01,6.503417968749999334e-01
1.005371093750000000e+00,-4.179687500000000000e-01,6.503417968749999334e-01
3.097167968750000000e+00,5.351562500000000000e-01,6.503417968749999334e-01
3.097167968750000000e+00,-4.179687500000000000e-01,5.260253906249999778e-01
1.005371093750000000e+00,5.351562500000000000e-01,5.260253906249999778e-01
8.471679687500000000e-01,1.582031250000000000e+00,1.753417968749999833e-01
3.255371093750000000e+00,1.582031250000000000e+00,1.753417968749999833e-01
8.471679687500000000e-01,-1.464843750000000000e+00,1.753417968749999833e-01
8.471679687500000000e-01,1.582031250000000000e+00,5.102539062500000000e-02
3.255371093750000000e+00,-1.464843750000000000e+00,5.102539062500000000e-02
9.877929687500000000e-01,-2.929687500000000000e-01,7.394042968749999778e-01
2.270996093750000000e+00,-2.929687500000000000e-01,7.394042968749999778e-01
9.877929687500000000e-01,1.410156250000000000e+00,7.394042968749999778e-01
9.877929687500000000e-01,-2.929687500000000000e-01,7.338378906249999334e-01
2.270996093750000000e+00,1.410156250000000000e+00,7.338378906249999334e-01
3.237792968750000000e+00,1.707031250000000000e+00,2.644042968750000000e-01
4.520996093750000000e+00,1.707031250000000000e+00,2.644042968750000000e-01
3.237792968750000000e+00,-5.898437500000000000e-01,2.644042968750000000e-01
3.237792968750000000e+00,1.707031250000000000e+00,2.588378906250000111e-01
4.520996093750000000e+00,-5.898437500000000000e-01,2.588378906250000111e-01
4.362792968750000000e+00,-1.292968750000000000e+00,5.019042968749999334e-01
1.145996093750000000e+00,-1.292968750000000000e+00,5.019042968749999334e-01
4.362792968750000000e+00,-1.589843750000000000e+00,5.019042968749999334e-01
4.362792968750000000e+00,-1.292968750000000000e+00,2.133789062499999792e-02
1.145996093750000000e+00,-1.589843750000000000e+00,2.133789062499999792e-02
2.112792968750000000e+00,7.070312500000000000e-01,2.690429687499999722e-02
3.395996093750000000e+00,7.070312500000000000e-01,2.690429687499999722e-02
2.112792968750000000e+00,4.101562500000000000e-01,2.690429687499999722e-02
2.112792968750000000e+00,7.070312500000000000e-01,4.963378906250000000e-01
3.395996093750000000e+00,4.101562500000000000e-01,4.963378906250000000e-01
2.675292968750000000e+00,-1.792968750000000000e+00,3.831542968749999667e-01
2.833496093750000000e+00,-1.792968750000000000e+00,3.831542968749999667e-01
2.675292968750000000e+00,9.101562500000000000e-01,3.831542968749999667e-01
2.675292968750000000e+00,-1.792968750000000000e+00,8.525878906249999556e-01
2.833496093750000000e+00,9.101562500000000000e-01,8.525878906249999556e-01
4.925292968750000000e+00,2.070312500000000000e-01,8.581542968750000000e-01
5.834960937500000000e-01,2.070312500000000000e-01,8.581542968750000000e-01
4.925292968750000000e+00,-1.089843750000000000e+00,8.581542968750000000e-01
4.925292968750000000e+00,2.070312500000000000e-01,3.775878906249999778e-01
5.834960937500000000e-01,-1.089843750000000000e+00,3.775878906249999778e-01
3.800292968750000000e+00,-7.929687500000000000e-01,1.456542968750000056e-01
3.958496093750000000e+00,-7.929687500000000000e-01,1.456542968750000056e-01
3.800292968750000000e+00,-8.984375000000000000e-02,1.456542968750000056e-01
3.800292968750000000e+00,-7.929687500000000000e-01,1.400878906249999889e-01
3.958496093750000000e+00,-8.984375000000000000e-02,1.400878906249999889e-01
1.550292968750000000e+00,1.207031250000000000e+00,6.206542968749999556e-01
1.708496093750000000e+00,1.207031250000000000e+00,6.206542968749999556e-01
1.550292968750000000e+00,1.910156250000000000e+00,6.206542968749999556e-01
1.550292968750000000e+00,1.207031250000000000e+00,6.150878906250000222e-01
1.708496093750000000e+00,1.910156250000000000e+00,6.150878906250000222e-01
1.269042968750000000e+00,-1.042968750000000000e+00,2.050292968749999889e-01
8.647460937500000000e-01,-1.042968750000000000e+00,2.050292968749999889e-01
1.269042968750000000e+00,-8.398437500000000000e-01,2.050292968749999889e-01
1.269042968750000000e+00,-1.042968750000000000e+00,5.557128906249999556e-01
8.647460937500000000e-01,-8.398437500000000000e-01,5.557128906249999556e-01
3.519042968750000000e+00,9.570312500000000000e-01,6.800292968750000222e-01
3.114746093750000000e+00,9.570312500000000000e-01,6.800292968750000222e-01
3.519042968750000000e+00,1.160156250000000000e+00,6.800292968750000222e-01
3.519042968750000000e+00,9.570312500000000000e-01,8.071289062499999167e-02
3.114746093750000000e+00,1.160156250000000000e+00,8.071289062499999167e-02
4.644042968750000000e+00,-4.296875000000000000e-02,4.425292968749999778e-01
1.989746093750000000e+00,-4.296875000000000000e-02,4.425292968749999778e-01
4.644042968750000000e+00,1.601562500000000000e-01,4.425292968749999778e-01
4.644042968750000000e+00,-4.296875000000000000e-02,3.182128906249999667e-01
1.989746093750000000e+00,1.601562500000000000e-01,3.182128906249999667e-01
2.394042968750000000e+00,1.957031250000000000e+00,9.175292968749999556e-01
4.239746093750000000e+00,1.957031250000000000e+00,9.175292968749999556e-01
2.394042968750000000e+00,-1.839843750000000000e+00,9.175292968749999556e-01
2.394042968750000000e+00,1.957031250000000000e+00,7.932128906250000000e-01
4.239746093750000000e+00,-1.839843750000000000e+00,7.932128906250000000e-01
1.831542968750000000e+00,-5.429687500000000000e-01,5.612792968750000000e-01
4.802246093750000000e+00,-5.429687500000000000e-01,5.612792968750000000e-01
1.831542968750000000e+00,-1.339843750000000000e+00,5.612792968750000000e-01
1.831542968750000000e+00,-5.429687500000000000e-01,6.744628906249999778e-01
4.802246093750000000e+00,-1.339843750000000000e+00,6.744628906249999778e-01
4.081542968750000000e+00,1.457031250000000000e+00,8.627929687499999445e-02
2.552246093750000000e+00,1.457031250000000000e+00,8.627929687499999445e-02
4.081542968750000000e+00,6.601562500000000000e-01,8.627929687499999445e-02
4.081542968750000000e+00,1.457031250000000000e+00,1.994628906250000000e-01
2.552246093750000000e+00,6.601562500000000000e-01,1.994628906250000000e-01
2.956542968750000000e+00,-1.542968750000000000e+00,7.987792968749999334e-01
3.677246093750000000e+00,-1.542968750000000000e+00,7.987792968749999334e-01
2.956542968750000000e+00,1.660156250000000000e+00,7.987792968749999334e-01
2.956542968750000000e+00,-1.542968750000000000e+00,4.369628906249999889e-01
3.677246093750000000e+00,1.660156250000000000e+00,4.369628906249999889e-01
7.065429687500000000e-01,4.570312500000000000e-01,3.237792968750000111e-01
1.427246093750000000e+00,4.570312500000000000e-01,3.237792968750000111e-01
7.065429687500000000e-01,-3.398437500000000000e-01,3.237792968750000111e-01
7.065429687500000000e-01,4.570312500000000000e-01,9.119628906249999112e-01
1.427246093750000000e+00,-3.398437500000000000e-01,9.119628906249999112e-01
7.768554687500000000e-01,-7.304687500000000000e-01,4.174804687500000000e-02
1.638183593750000000e+00,-7.304687500000000000e-01,4.174804687500000000e-02
7.768554687500000000e-01,8.476562500000000000e-01,4.174804687500000000e-02
7.768554687500000000e-01,-7.304687500000000000e-01,7.783691406249999556e-01
1.638183593750000000e+00,8.476562500000000000e-01,7.783691406249999556e-01
3.026855468750000000e+00,1.269531250000000000e+00,5.167480468749999778e-01
3.888183593750000000e+00,1.269531250000000000e+00,5.167480468749999778e-01
3.026855468750000000e+00,-1.152343750000000000e+00,5.167480468749999778e-01
3.026855468750000000e+00,1.269531250000000000e+00,3.033691406249999778e-01
3.888183593750000000e+00,-1.152343750000000000e+00,3.033691406249999778e-01
4.151855468750000000e+00,-1.730468750000000000e+00,2.792480468749999889e-01
5.131835937500000000e-01,-1.730468750000000000e+00,2.792480468749999889e-01
4.151855468750000000e+00,-1.523437500000000000e-01,2.792480468749999889e-01
4.151855468750000000e+00,-1.730468750000000000e+00,6.586914062500000278e-02
5.131835937500000000e-01,-1.523437500000000000e-01,6.586914062500000278e-02
1.901855468750000000e+00,2.695312500000000000e-01,7.542480468749999112e-01
2.763183593750000000e+00,2.695312500000000000e-01,7.542480468749999112e-01
1.901855468750000000e+00,1.847656250000000000e+00,7.542480468749999112e-01
1.901855468750000000e+00,2.695312500000000000e-01,5.408691406250000222e-01
2.763183593750000000e+00,1.847656250000000000e+00,5.408691406250000222e-01
2.464355468750000000e+00,-1.230468750000000000e+00,6.354980468750000000e-01
3.325683593750000000e+00,-1.230468750000000000e+00,6.354980468750000000e-01
2.464355468750000000e+00,1.347656250000000000e+00,6.354980468750000000e-01
2.464355468750000000e+00,-1.230468750000000000e+00,8.971191406249999778e-01
3.325683593750000000e+00,1.347656250000000000e+00,8.971191406249999778e-01
4.714355468750000000e+00,7.695312500000000000e-01,1.604980468749999944e-01
1.075683593750000000e+00,7.695312500000000000e-01,1.604980468749999944e-01
4.714355468750000000e+00,-6.523437500000000000e-01,1.604980468749999944e-01
4.714355468750000000e+00,7.695312500000000000e-01,4.221191406250000000e-01
1.075683593750000000e+00,-6.523437500000000000e-01,4.221191406250000000e-01
3.589355468750000000e+00,-2.304687500000000000e-01,8.729980468749999334e-01
4.450683593750000000e+00,-2.304687500000000000e-01,8.729980468749999334e-01
3.589355468750000000e+00,-1.652343750000000000e+00,8.729980468749999334e-01
3.589355468750000000e+00,-2.304687500000000000e-01,1.846191406249999833e-01
4.450683593750000000e+00,-1.652343750000000000e+00,1.846191406249999833e-01
1.339355468750000000e+00,1.769531250000000000e+00,3.979980468749999556e-01
2.200683593750000000e+00,1.769531250000000000e+00,3.979980468749999556e-01
1.339355468750000000e+00,3.476562500000000000e-01,3.979980468749999556e-01
1.339355468750000000e+00,1.769531250000000000e+00,6.596191406249999334e-01
2.200683593750000000e+00,3.476562500000000000e-01,6.596191406249999334e-01
1.620605468750000000e+00,-1.980468750000000000e+00,9.323730468750000000e-01
1.356933593750000000e+00,-1.980468750000000000e+00,9.323730468750000000e-01
1.620605468750000000e+00,-1.402343750000000000e+00,9.323730468750000000e-01
1.620605468750000000e+00,-1.980468750000000000e+00,4.814941406249999556e-01
1.356933593750000000e+00,-1.402343750000000000e+00,4.814941406249999556e-01
3.870605468750000000e+00,1.953125000000000000e-02,4.573730468749999667e-01
3.606933593750000000e+00,1.953125000000000000e-02,4.573730468749999667e-01
3.870605468750000000e+00,5.976562500000000000e-01,4.573730468749999667e-01
3.870605468750000000e+00,1.953125000000000000e-02,6.494140624999999480e-03
3.606933593750000000e+00,5.976562500000000000e-01,6.494140624999999480e-03
4.995605468750000000e+00,-9.804687500000000000e-01,6.948730468749999556e-01
2.481933593750000000e+00,-9.804687500000000000e-01,6.948730468749999556e-01
4.995605468750000000e+00,1.597656250000000000e+00,6.948730468749999556e-01
4.995605468750000000e+00,-9.804687500000000000e-01,2.439941406249999944e-01
2.481933593750000000e+00,1.597656250000000000e+00,2.439941406249999944e-01
2.745605468750000000e+00,1.019531250000000000e+00,2.198730468749999778e-01
4.731933593750000000e+00,1.019531250000000000e+00,2.198730468749999778e-01
2.745605468750000000e+00,-4.023437500000000000e-01,2.198730468749999778e-01
2.745605468750000000e+00,1.019531250000000000e+00,7.189941406250000000e-01
4.731933593750000000e+00,-4.023437500000000000e-01,7.189941406250000000e-01
2.183105468750000000e+00,-4.804687500000000000e-01,3.386230468750000000e-01
4.169433593750000000e+00,-4.804687500000000000e-01,3.386230468750000000e-01
2.183105468750000000e+00,-9.023437500000000000e-01,3.386230468750000000e-01
2.183105468750000000e+00,-4.804687500000000000e-01,6.002441406249999778e-01
4.169433593750000000e+00,-9.023437500000000000e-01,6.002441406249999778e-01
4.433105468750000000e+00,1.519531250000000000e+00,8.136230468749999778e-01
1.919433593750000000e+00,1.519531250000000000e+00,8.136230468749999778e-01
4.433105468750000000e+00,1.097656250000000000e+00,8.136230468749999778e-01
4.433105468750000000e+00,1.519531250000000000e+00,1.252441406250000000e-01
1.919433593750000000e+00,1.097656250000000000e+00,1.252441406250000000e-01
3.308105468750000000e+00,-1.480468750000000000e+00,1.011230468749999972e-01
3.044433593750000000e+00,-1.480468750000000000e+00,1.011230468749999972e-01
3.308105468750000000e+00,9.765625000000000000e-02,1.011230468749999972e-01
3.308105468750000000e+00,-1.480468750000000000e+00,3.627441406249999889e-01
3.044433593750000000e+00,9.765625000000000000e-02,3.627441406249999889e-01
1.058105468750000000e+00,5.195312500000000000e-01,5.761230468749999334e-01
7.944335937500000000e-01,5.195312500000000000e-01,5.761230468749999334e-01
1.058105468750000000e+00,-1.902343750000000000e+00,5.761230468749999334e-01
1.058105468750000000e+00,5.195312500000000000e-01,8.377441406249999112e-01
7.944335937500000000e-01,-1.902343750000000000e+00,8.377441406249999112e-01
9.174804687500000000e-01,-1.355468750000000000e+00,4.276855468749999889e-01
4.591308593750000000e+00,-1.355468750000000000e+00,4.276855468749999889e-01
9.174804687500000000e-01,1.972656250000000000e+00,4.276855468749999889e-01
9.174804687500000000e-01,-1.355468750000000000e+00,1.549316406250000056e-01
4.591308593750000000e+00,1.972656250000000000e+00,1.549316406250000056e-01
3.167480468750000000e+00,6.445312500000000000e-01,9.026855468749999112e-01
2.341308593750000000e+00,6.445312500000000000e-01,9.026855468749999112e-01
3.167480468750000000e+00,-2.734375000000000000e-02,9.026855468749999112e-01
3.167480468750000000e+00,6.445312500000000000e-01,6.299316406249999556e-01
2.341308593750000000e+00,-2.734375000000000000e-02,6.299316406249999556e-01
4.292480468750000000e+00,-3.554687500000000000e-01,1.901855468750000000e-01
3.466308593750000000e+00,-3.554687500000000000e-01,1.901855468750000000e-01
4.292480468750000000e+00,-1.027343750000000000e+00,1.901855468750000000e-01
4.292480468750000000e+00,-3.554687500000000000e-01,8.674316406250000000e-01
3.466308593750000000e+00,-1.027343750000000000e+00,8.674316406250000000e-01
2.042480468750000000e+00,1.644531250000000000e+00,6.651855468749999778e-01
1.216308593750000000e+00,1.644531250000000000e+00,6.651855468749999778e-01
2.042480468750000000e+00,9.726562500000000000e-01,6.651855468749999778e-01
2.042480468750000000e+00,1.644531250000000000e+00,3.924316406249999667e-01
1.216308593750000000e+00,9.726562500000000000e-01,3.924316406249999667e-01
2.604980468750000000e+00,-8.554687500000000000e-01,7.839355468750000000e-01
6.538085937500000000e-01,-8.554687500000000000e-01,7.839355468750000000e-01
2.604980468750000000e+00,4.726562500000000000e-01,7.839355468750000000e-01
2.604980468750000000e+00,-8.554687500000000000e-01,3.618164062499999722e-02
6.538085937500000000e-01,4.726562500000000000e-01,3.618164062499999722e-02
4.854980468750000000e+00,1.144531250000000000e+00,3.089355468749999667e-01
2.903808593750000000e+00,1.144531250000000000e+00,3.089355468749999667e-01
4.854980468750000000e+00,-1.527343750000000000e+00,3.089355468749999667e-01
4.854980468750000000e+00,1.144531250000000000e+00,5.111816406249999334e-01
2.903808593750000000e+00,-1.527343750000000000e+00,5.111816406249999334e-01
3.729980468750000000e+00,-1.855468750000000000e+00,5.464355468749999556e-01
1.778808593750000000e+00,-1.855468750000000000e+00,5.464355468749999556e-01
3.729980468750000000e+00,-5.273437500000000000e-01,5.464355468749999556e-01
3.729980468750000000e+00,-1.855468750000000000e+00,7.486816406249999778e-01
1.778808593750000000e+00,-5.273437500000000000e-01,7.486816406249999778e-01
1.479980468750000000e+00,1.445312500000000000e-01,7.143554687499999167e-02
4.028808593750000000e+00,1.445312500000000000e-01,7.143554687499999167e-02
1.479980468750000000e+00,1.472656250000000000e+00,7.143554687499999167e-02
1.479980468750000000e+00,1.445312500000000000e-01,2.736816406250000000e-01
4.028808593750000000e+00,1.472656250000000000e+00,2.736816406250000000e-01
1.198730468750000000e+00,-1.054687500000000000e-01,4.870605468750000000e-01
3.185058593750000000e+00,-1.054687500000000000e-01,4.870605468750000000e-01
1.198730468750000000e+00,-2.773437500000000000e-01,4.870605468750000000e-01
1.198730468750000000e+00,-1.054687500000000000e-01,4.518066406249999778e-01
3.185058593750000000e+00,-2.773437500000000000e-01,4.518066406249999778e-01
3.448730468750000000e+00,1.894531250000000000e+00,1.206054687499999965e-02
9.350585937500000000e-01,1.894531250000000000e+00,1.206054687499999965e-02
3.448730468750000000e+00,1.722656250000000000e+00,1.206054687499999965e-02
3.448730468750000000e+00,1.894531250000000000e+00,9.268066406249999556e-01
9.350585937500000000e-01,1.722656250000000000e+00,9.268066406249999556e-01
4.573730468750000000e+00,-1.105468750000000000e+00,7.245605468749999334e-01
4.310058593750000000e+00,-1.105468750000000000e+00,7.245605468749999334e-01
4.573730468750000000e+00,7.226562500000000000e-01,7.245605468749999334e-01
4.573730468750000000e+00,-1.105468750000000000e+00,6.893066406250000222e-01
4.310058593750000000e+00,7.226562500000000000e-01,6.893066406250000222e-01
2.323730468750000000e+00,8.945312500000000000e-01,2.495605468749999833e-01
2.060058593750000000e+00,8.945312500000000000e-01,2.495605468749999833e-01
2.323730468750000000e+00,-1.277343750000000000e+00,2.495605468749999833e-01
2.323730468750000000e+00,8.945312500000000000e-01,2.143066406249999889e-01
2.060058593750000000e+00,-1.277343750000000000e+00,2.143066406249999889e-01
1.761230468750000000e+00,-1.605468750000000000e+00,1.308105468749999889e-01
2.622558593750000000e+00,-1.605468750000000000e+00,1.308105468749999889e-01
1.761230468750000000e+00,-1.777343750000000000e+00,1.308105468749999889e-01
1.761230468750000000e+00,-1.605468750000000000e+00,3.330566406250000111e-01
2.622558593750000000e+00,-1.777343750000000000e+00,3.330566406250000111e-01
4.011230468750000000e+00,3.945312500000000000e-01,6.058105468750000222e-01
4.872558593750000000e+00,3.945312500000000000e-01,6.058105468750000222e-01
4.011230468750000000e+00,2.226562500000000000e-01,6.058105468750000222e-01
4.011230468750000000e+00,3.945312500000000000e-01,8.080566406249999334e-01
4.872558593750000000e+00,2.226562500000000000e-01,8.080566406249999334e-01
2.886230468750000000e+00,-6.054687500000000000e-01,3.683105468749999778e-01
1.497558593750000000e+00,-6.054687500000000000e-01,3.683105468749999778e-01
2.886230468750000000e+00,1.222656250000000000e+00,3.683105468749999778e-01
2.886230468750000000e+00,-6.054687500000000000e-01,5.705566406250000000e-01
1.497558593750000000e+00,1.222656250000000000e+00,5.705566406250000000e-01
6.362304687500000000e-01,1.394531250000000000e+00,8.433105468749999556e-01
3.747558593750000000e+00,1.394531250000000000e+00,8.433105468749999556e-01
6.362304687500000000e-01,-7.773437500000000000e-01,8.433105468749999556e-01
6.362304687500000000e-01,1.394531250000000000e+00,9.555664062499999445e-02
3.747558593750000000e+00,-7.773437500000000000e-01,9.555664062499999445e-02
6.010742187500000000e-01,-1.992187500000000000e-01,4.054199218749999778e-01
9.702148437500000000e-01,-1.992187500000000000e-01,4.054199218749999778e-01
6.010742187500000000e-01,-1.183593750000000000e+00,4.054199218749999778e-01
6.010742187500000000e-01,-1.992187500000000000e-01,2.959472656250000111e-01
9.702148437500000000e-01,-1.183593750000000000e+00,2.959472656250000111e-01
2.851074218750000000e+00,1.800781250000000000e+00,8.804199218749999556e-01
3.220214843750000000e+00,1.800781250000000000e+00,8.804199218749999556e-01
2.851074218750000000e+00,8.164062500000000000e-01,8.804199218749999556e-01
2.851074218750000000e+00,1.800781250000000000e+00,7.709472656249999334e-01
3.220214843750000000e+00,8.164062500000000000e-01,7.709472656249999334e-01
3.976074218750000000e+00,-1.199218750000000000e+00,1.679199218749999889e-01
2.095214843750000000e+00,-1.199218750000000000e+00,1.679199218749999889e-01
3.976074218750000000e+00,1.816406250000000000e+00,1.679199218749999889e-01
3.976074218750000000e+00,-1.199218750000000000e+00,5.334472656250000000e-01
2.095214843750000000e+00,1.816406250000000000e+00,5.334472656250000000e-01
1.726074218750000000e+00,8.007812500000000000e-01,6.429199218750000222e-01
4.345214843750000000e+00,8.007812500000000000e-01,6.429199218750000222e-01
1.726074218750000000e+00,-1.835937500000000000e-01,6.429199218750000222e-01
1.726074218750000000e+00,8.007812500000000000e-01,5.844726562499999445e-02
4.345214843750000000e+00,-1.835937500000000000e-01,5.844726562499999445e-02
2.288574218750000000e+00,-1.699218750000000000e+00,7.616699218749999334e-01
4.907714843750000000e+00,-1.699218750000000000e+00,7.616699218749999334e-01
2.288574218750000000e+00,-6.835937500000000000e-01,7.616699218749999334e-01
2.288574218750000000e+00,-1.699218750000000000e+00,4.146972656249999778e-01
4.907714843750000000e+00,-6.835937500000000000e-01,4.146972656249999778e-01
4.538574218750000000e+00,3.007812500000000000e-01,2.866699218750000111e-01
2.657714843750000000e+00,3.007812500000000000e-01,2.866699218750000111e-01
4.538574218750000000e+00,1.316406250000000000e+00,2.866699218750000111e-01
4.538574218750000000e+00,3.007812500000000000e-01,8.896972656249999556e-01
2.657714843750000000e+00,1.316406250000000000e+00,8.896972656249999556e-01
3.413574218750000000e+00,-6.992187500000000000e-01,5.241699218750000000e-01
3.782714843750000000e+00,-6.992187500000000000e-01,5.241699218750000000e-01
3.413574218750000000e+00,3.164062500000000000e-01,5.241699218750000000e-01
3.413574218750000000e+00,-6.992187500000000000e-01,6.521972656250000222e-01
3.782714843750000000e+00,3.164062500000000000e-01,6.521972656250000222e-01
1.163574218750000000e+00,1.300781250000000000e+00,4.916992187499999445e-02
1.532714843750000000e+00,1.300781250000000000e+00,4.916992187499999445e-02
1.163574218750000000e+00,-1.683593750000000000e+00,4.916992187499999445e-02
1.163574218750000000e+00,1.300781250000000000e+00,1.771972656249999889e-01
1.532714843750000000e+00,-1.683593750000000000e+00,1.771972656249999889e-01
1.444824218750000000e+00,-1.449218750000000000e+00,5.835449218749999556e-01
2.376464843750000000e+00,-1.449218750000000000e+00,5.835449218749999556e-01
1.444824218750000000e+00,5.664062500000000000e-01,5.835449218749999556e-01
1.444824218750000000e+00,-1.449218750000000000e+00,1.178222656249999917e-01
2.376464843750000000e+00,5.664062500000000000e-01,1.178222656249999917e-01
3.694824218750000000e+00,5.507812500000000000e-01,1.085449218749999917e-01
4.626464843750000000e+00,5.507812500000000000e-01,1.085449218749999917e-01
3.694824218750000000e+00,-1.433593750000000000e+00,1.085449218749999917e-01
3.694824218750000000e+00,5.507812500000000000e-01,5.928222656249999556e-01
4.626464843750000000e+00,-1.433593750000000000e+00,5.928222656249999556e-01
4.819824218750000000e+00,-4.492187500000000000e-01,8.210449218750000000e-01
1.251464843750000000e+00,-4.492187500000000000e-01,8.210449218750000000e-01
4.819824218750000000e+00,-4.335937500000000000e-01,8.210449218750000000e-01
4.819824218750000000e+00,-4.492187500000000000e-01,8.303222656250000000e-01
1.251464843750000000e+00,-4.335937500000000000e-01,8.303222656250000000e-01
2.569824218750000000e+00,1.550781250000000000e+00,3.460449218749999667e-01
3.501464843750000000e+00,1.550781250000000000e+00,3.460449218749999667e-01
2.569824218750000000e+00,1.566406250000000000e+00,3.460449218749999667e-01
2.569824218750000000e+00,1.550781250000000000e+00,3.553222656249999667e-01
3.501464843750000000e+00,1.566406250000000000e+00,3.553222656249999667e-01
2.007324218750000000e+00,-9.492187500000000000e-01,2.272949218750000000e-01
2.938964843750000000e+00,-9.492187500000000000e-01,2.272949218750000000e-01
2.007324218750000000e+00,1.066406250000000000e+00,2.272949218750000000e-01
2.007324218750000000e+00,-9.492187500000000000e-01,2.365722656250000000e-01
2.938964843750000000e+00,1.066406250000000000e+00,2.365722656250000000e-01
4.257324218750000000e+00,1.050781250000000000e+00,7.022949218749999778e-01
6.889648437500000000e-01,1.050781250000000000e+00,7.022949218749999778e-01
4.257324218750000000e+00,-9.335937500000000000e-01,7.022949218749999778e-01
4.257324218750000000e+00,1.050781250000000000e+00,7.115722656249999778e-01
6.889648437500000000e-01,-9.335937500000000000e-01,7.115722656249999778e-01
3.132324218750000000e+00,-1.949218750000000000e+00,4.647949218749999889e-01
4.063964843750000000e+00,-1.949218750000000000e+00,4.647949218749999889e-01
3.132324218750000000e+00,-1.933593750000000000e+00,4.647949218749999889e-01
3.132324218750000000e+00,-1.949218750000000000e+00,9.490722656249999112e-01
4.063964843750000000e+00,-1.933593750000000000e+00,9.490722656249999112e-01
8.823242187500000000e-01,5.078125000000000000e-02,9.397949218749999112e-01
